Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Return,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,MA_7,STD_7,MA_14,STD_14,MA_21,STD_21,Momentum_7,Volume_change
2016-02-11,RELIANCE,EQ,962.65,962.85,965.95,915.5,924.0,924.55,940.35,3912163.0,3678803898.0,115177.0,1609334.0,41.14,-0.03957824754583705,962.65,957.5,961.05,970.9,973.05,961.5857142857142,18.25992228638235,987.3071428571428,31.0905121388329,1003.9666666666666,40.01619463833732,-76.60000000000002,0.01371069508324152
2016-02-12,RELIANCE,EQ,924.55,933.9,933.9,888.1,904.85,906.55,908.01,6701935.0,6085411197.0,177405.0,3424732.0,51.1,-0.019468930831215148,924.55,962.65,957.5,961.05,970.9,950.8928571428571,25.2867295330208,980.3357142857143,37.33804220368767,995.8571428571427,41.72702447369717,-74.85000000000002,0.7131021892492722
2016-02-15,RELIANCE,EQ,906.55,918.0,951.35,918.0,944.4,946.75,939.84,4407889.0,4142717540.0,129662.0,2576861.0,58.46,0.0443439413159783,906.55,924.55,962.65,957.5,961.05,947.1357142857142,23.323534507117824,976.25,37.68323949001069,990.3857142857142,40.17277418494057,-26.299999999999955,-0.3422960682250723
2016-02-16,RELIANCE,EQ,946.75,951.1,958.0,927.0,929.25,930.55,944.11,2977263.0,2810849105.0,79628.0,1097241.0,36.85,-0.0171111697913916,946.75,906.55,924.55,962.65,957.5,941.3714285714286,21.376308091412756,971.3357142857142,38.90533100000229,983.5880952380953,37.424730809858985,-40.35000000000002,-0.32456035077108336
2016-02-17,RELIANCE,EQ,930.55,935.1,957.45,916.4,956.1,952.6,938.34,3529832.0,3312170035.0,104491.0,1329173.0,37.66,0.02369566385470967,930.55,946.75,906.55,924.55,962.65,940.1642857142857,20.290858251226805,966.7428571428571,36.853894779785705,980.5285714285714,37.195122568114634,-8.449999999999932,0.18559630103218971
2016-02-18,RELIANCE,EQ,952.6,962.95,968.7,936.0,937.15,940.1,949.33,3299161.0,3131982377.0,69320.0,1434528.0,43.48,-0.013121981944152816,952.6,930.55,946.75,906.55,924.55,937.6785714285714,18.826131155541848,959.9357142857143,31.627692518833612,975.5999999999999,35.2249201560475,-17.399999999999977,-0.06534900244544217
2016-02-19,RELIANCE,EQ,940.1,940.0,952.75,937.35,943.5,944.35,944.49,2339664.0,2209778479.0,86096.0,919295.0,39.29,0.004520795660036159,940.1,952.6,930.55,946.75,906.55,935.0642857142857,15.809456934739307,953.7964285714286,24.444839507989705,972.7333333333333,35.200700750599424,-18.299999999999955,-0.2908306081455255
2016-02-22,RELIANCE,EQ,944.35,944.1,968.3,944.1,963.0,962.3,960.94,2919198.0,2805180452.0,65484.0,1341258.0,45.95,0.019007783131254286,944.35,940.1,952.6,930.55,946.75,940.4571428571428,17.92245864298408,951.0214285714285,20.550675772957412,971.6904761904761,35.1683935482106,37.75,0.24769966969616153
2016-02-23,RELIANCE,EQ,962.3,963.1,967.2,942.75,943.9,949.65,958.52,4340746.0,4160698808.0,81610.0,2002814.0,46.14,-0.013145588693754484,962.3,944.35,940.1,952.6,930.55,946.6142857142856,9.972700833009903,948.7535714285714,18.599653266883614,969.0952380952381,34.66052475353465,43.10000000000002,0.4869652555256616
2016-02-24,RELIANCE,EQ,949.65,944.9,958.55,942.0,955.0,952.65,952.71,3471311.0,3307166889.0,109885.0,2018951.0,58.16,0.0031590586005370014,949.65,962.3,944.35,940.1,952.6,947.4571428571428,10.232034197044046,947.2964285714286,17.303739750140757,966.6523809523808,33.88016556995445,5.899999999999977,-0.20029621636465256
2016-02-25,RELIANCE,EQ,952.65,954.2,956.55,940.85,942.0,944.1,946.5,5675025.0,5371391774.0,80392.0,3465183.0,61.06,-0.008974964572508237,952.65,949.65,962.3,944.35,940.1,949.3928571428571,7.386441891024381,945.3821428571428,15.918634546471532,964.0214285714286,33.35523036732091,13.550000000000068,0.6348362333423885
2016-02-26,RELIANCE,EQ,944.1,953.0,958.75,944.3,953.0,950.35,951.69,1908533.0,1816331636.0,58546.0,873305.0,45.76,0.006620061434170044,944.1,952.65,949.65,962.3,944.35,949.0714285714286,7.271683501936588,944.6178571428571,15.355425089207738,960.8523809523808,31.169931328886783,-2.25,-0.6636961070656077
2016-02-29,RELIANCE,EQ,950.35,951.3,994.6,935.0,965.0,966.65,960.96,7093474.0,6816551287.0,134218.0,3616512.0,50.98,0.017151575735255387,950.35,944.1,952.65,949.65,962.3,952.8642857142856,8.612815755492122,945.2714285714285,16.12151827987341,957.5785714285715,26.155766913952938,26.549999999999955,2.7167154039254235
2016-03-01,RELIANCE,EQ,966.65,964.7,985.05,964.65,984.25,981.3,979.72,3760923.0,3684645581.0,97955.0,2489030.0,66.18,0.015155433714374444,966.65,950.35,944.1,952.65,949.65,958.1428571428571,12.820147833630951,946.6035714285715,18.292374034065087,955.2452380952382,21.026708639022996,36.94999999999993,-0.46980520405093473
2016-03-02,RELIANCE,EQ,981.3,992.9,1005.75,987.25,1000.0,1001.5,998.81,4595886.0,4590432124.0,74124.0,2619433.0,57.0,0.02058493834709063,981.3,966.65,950.35,944.1,952.65,963.7428571428571,20.933136183480894,952.1000000000001,22.28184842491104,955.2619047619048,21.06501783028831,39.200000000000045,0.22201012889655014
2016-03-03,RELIANCE,EQ,1001.5,1010.0,1018.0,997.5,1010.0,1012.85,1009.28,3630006.0,3663682139.0,78861.0,1722542.0,47.45,0.011333000499251122,1001.5,981.3,966.65,950.35,944.1,972.7714285714285,26.68168624641919,959.6928571428571,23.63649278570605,956.7595238095237,23.938241471791443,63.200000000000045,-0.2101618708558045
